book_id,rating
1,4.2797070946242215
2,4.351350114416476
3,3.214340558738409
4,4.3293692372171
5,3.7722235605878103
6,4.1906960227272725
7,4.1484766679521785
8,3.710406301824212
9,3.6044160285480635
10,4.1869840089252515
11,4.16939675539455
12,4.034040747028863
13,4.046825018716396
14,3.8255862646566166
15,4.057102718783572
16,3.9947851481017937
17,4.133421959030757
18,4.418732261116367
19,4.271827613727055
20,3.8531310725255437
21,4.358697076943243
22,3.630555793440096
23,4.229418151625471
24,4.430780132706307
25,4.525940930475692
26,3.6209455324357407
27,4.443339301107353
28,3.663322514015934
29,3.713076524442909
30,3.9068979760429574
31,4.382886776145203
32,3.8448955624528143
33,4.001326963906582
34,3.0924391506991196
35,3.602175863615971
36,4.0673120832952785
37,4.097333638933455
38,3.863786709431693
39,4.339880284324729
40,3.260114140773621
41,3.9923744412306075
42,3.997934078317213
43,4.033857198292588
44,3.7269614411195473
45,3.8332186732186733
46,3.961297172087636
47,4.307004040792765
48,3.9314391000775797
49,3.217359967051071
50,4.311076292635892
51,3.8450184501845017
52,3.3775467775467773
53,3.611221590909091
54,4.109939759036145
55,3.892322097378277
56,3.354924202268631
57,3.9258022187760946
58,3.8263434516786443
59,4.110318389947822
60,3.7891532927504152
61,3.705280528052805
62,3.885986328125
63,3.7293405676126876
64,3.8388487208008897
65,4.0311774055508005
66,4.216230230749287
67,4.217697729052467
68,3.9801335559265443
69,3.858646980515551
70,4.25822126793988
71,3.7125663258703248
72,4.119661856872176
73,3.6187232694440046
74,3.865228534814182
75,3.6366993096805267
76,3.9860759493670885
77,3.916376883589998
78,3.4668642811772177
79,3.71655292810665
80,4.161507009345795
81,4.139387720198393
82,3.8091851249745985
83,3.7824635922330097
84,3.9154673534312985
85,4.338474721508141
86,3.944558521560575
87,4.2675533560160845
88,3.7141511655286084
89,4.2856440511307765
90,3.951050080775444
91,3.75109692859992
92,3.888364104765994
93,4.079464988198269
94,3.9411871813546977
95,3.928192319700281
96,3.44468339307049
97,3.8578987150415722
98,4.100885891841862
99,3.4487870619946093
100,3.98470755163172
101,3.9778803616080016
102,4.2641774722699575
103,4.198032428493351
104,3.864286767959876
105,3.376984126984127
106,3.8829031051253273
107,3.8438829787234043
108,3.390295358649789
109,4.12
110,4.299533119346367
111,3.5396614038424956
112,4.164999152111243
113,3.911434331797235
114,3.8048289738430583
115,3.9682991985752447
116,3.8543110618242307
117,4.040078924651621
118,3.880875724404379
119,3.9599628794909187
120,3.5875598086124403
121,3.8318164580963217
122,3.371173082752349
123,3.8291768541157296
124,3.938422758372344
125,4.00304391940861
126,4.131821282401091
127,3.8374224858452415
128,4.088388214904679
